link Location Recorder Datum Jaar L00 L0 L1 L2 M1 M2 AM AV Totaal Totaal_Larven.All Totaal_Larven.CPUE Totaal_Juvenielen Totaal_Adulten
"Scheps 8-2017-05-17" "Scheps 8" Natuurwerk 2017-05-17T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Scheps 6-2017-06-21" "Scheps 6" Natuurwerk 2017-06-21T00:00:00Z 2017 2 68 88 63 NA NA NA NA 221 221 219 0 0
"Arendonk 3-2017-07-12" "Arendonk 3" Natuurwerk 2017-07-12T00:00:00Z 2017 1 30 29 18 NA NA NA NA 78 78 77 0 0
"Arendonk 1-2017-07-12" "Arendonk 1" Natuurwerk 2017-07-12T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Arendonk 3-2017-07-13" "Arendonk 3" Natuurwerk 2017-07-13T00:00:00Z 2017 NA 15 12 15 NA NA NA NA 42 42 42 0 0
"Arendonk 2-2017-07-13" "Arendonk 2" Natuurwerk 2017-07-13T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Arendonk 3-2017-07-14" "Arendonk 3" Natuurwerk 2017-07-14T00:00:00Z 2017 NA 26 20 12 NA NA NA NA 58 58 58 0 0
"Arendonk 3-2017-07-19" "Arendonk 3" Natuurwerk 2017-07-19T00:00:00Z 2017 NA 3 6 5 NA NA NA NA 14 14 14 0 0
"Arendonk 3-2017-07-20" "Arendonk 3" Natuurwerk 2017-07-20T00:00:00Z 2017 NA 3 3 5 NA NA NA NA 11 11 11 0 0
"Rechthoekigevijver 1-2017-08-02" "Rechthoekigevijver 1" Natuurwerk 2017-08-02T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Rechthoekigevijver 2-2017-08-02" "Rechthoekigevijver 2" Natuurwerk 2017-08-02T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
Bospoel-2017-08-02 Bospoel Natuurwerk 2017-08-02T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
Driehoek-2017-08-02 Driehoek Natuurwerk 2017-08-02T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 12-2017-07-14" "Kasterlee 12" Natuurwerk 2017-07-14T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 13-2017-07-14" "Kasterlee 13" Natuurwerk 2017-07-14T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 14-2017-07-19" "Kasterlee 14" Natuurwerk 2017-07-19T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 9-2017-07-19" "Kasterlee 9" Natuurwerk 2017-07-19T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 7-2017-07-19" "Kasterlee 7" Natuurwerk 2017-07-19T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 2-2017-07-19" "Kasterlee 2" Natuurwerk 2017-07-19T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 1-2017-07-19" "Kasterlee 1" Natuurwerk 2017-07-19T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Retiebaan 1-2017-07-20" "Retiebaan 1" Natuurwerk 2017-07-20T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Retiebaan 2-2017-07-20" "Retiebaan 2" Natuurwerk 2017-07-20T00:00:00Z 2017 NA NA NA NA NA NA 1 NA 1 0 0 0 1
Watermolen-2017-08-02 Watermolen Natuurwerk 2017-08-02T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Arendonk 2-2017-08-17" "Arendonk 2" Natuurwerk 2017-08-17T00:00:00Z 2017 253 NA NA NA NA NA NA NA 253 253 0 0 0
"Arendonk 3-2017-08-17" "Arendonk 3" Natuurwerk 2017-08-17T00:00:00Z 2017 19 NA 1 3 NA NA NA NA 23 23 4 0 0
Driehoek-2017-08-17 Driehoek Natuurwerk 2017-08-17T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
Bospoel-2017-08-17 Bospoel Natuurwerk 2017-08-17T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Rechthoekigevijver 1-2017-08-17" "Rechthoekigevijver 1" Natuurwerk 2017-08-17T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Rechthoekigevijver 2-2017-08-17" "Rechthoekigevijver 2" Natuurwerk 2017-08-17T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Scheps 6-2017-07-05" "Scheps 6" Natuurwerk 2017-07-05T00:00:00Z 2017 NA 1 4 97 3 2 NA 1 108 102 102 5 1
"Scheps 6-2017-07-06" "Scheps 6" Natuurwerk 2017-07-06T00:00:00Z 2017 NA 1 4 48 4 2 NA 1 60 53 53 6 1
"Scheps 2-2017-08-20" "Scheps 2" Natuurwerk 2017-08-20T00:00:00Z 2017 NA 2 2 76 110 1 1 1 193 80 80 111 2
"Scheps 10-2017-08-09" "Scheps 10" Natuurwerk 2017-08-09T00:00:00Z 2017 NA NA NA NA 1 8 NA NA 9 0 0 9 0
"Scheps 11-2017-08-09" "Scheps 11" Natuurwerk 2017-08-09T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Scheps 9-2017-08-09" "Scheps 9" Natuurwerk 2017-08-09T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Scheps 7-2017-08-09" "Scheps 7" Natuurwerk 2017-08-09T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Scheps 8-2017-08-09" "Scheps 8" Natuurwerk 2017-08-09T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Scheps 6-2017-08-04" "Scheps 6" Natuurwerk 2017-08-04T00:00:00Z 2017 NA 1 NA 3 NA 1 NA NA 5 4 4 1 0
"Scheps 2-2017-09-14" "Scheps 2" Natuurwerk 2017-09-14T00:00:00Z 2017 NA 1 5 13 7 NA NA NA 26 19 19 7 0
"Scheps 6-2017-08-09" "Scheps 6" Natuurwerk 2017-08-09T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Scheps 8-2017-09-14" "Scheps 8" Natuurwerk 2017-09-14T00:00:00Z 2017 NA NA NA NA NA NA 1 NA 1 0 0 0 1
"Scheps 8-2017-08-04" "Scheps 8" Natuurwerk 2017-08-04T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Arendonk 3-2017-09-14" "Arendonk 3" Natuurwerk 2017-09-14T00:00:00Z 2017 67 NA NA NA NA NA NA NA 67 67 0 0 0
"Arendonk 2-2017-09-14" "Arendonk 2" Natuurwerk 2017-09-14T00:00:00Z 2017 1387 NA NA NA NA NA NA NA 1387 1387 0 0 0
"Scheps 10-2017-07-06" "Scheps 10" Natuurwerk 2017-07-06T00:00:00Z 2017 NA NA NA 1 2 6 NA NA 9 1 1 8 0
"Scheps 6-2017-09-14" "Scheps 6" Natuurwerk 2017-09-14T00:00:00Z 2017 NA 1 NA NA NA NA 1 NA 2 1 1 0 1
"Scheps 6-2017-09-28" "Scheps 6" Natuurwerk 2017-09-28T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B2-2017-12-10" "Nijlen B2" "Pieter Liekens;Arbeider 1; Arbeider 2" 2017-12-10T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B3b-2017-12-10" "Nijlen B3b" "Pieter Liekens;Arbeider 1; Arbeider 2" 2017-12-10T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B3a-2017-12-10" "Nijlen B3a" "Pieter Liekens;Arbeider 1; Arbeider 2" 2017-12-10T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B6-2017-10-12" "Nijlen B6" "Pieter Liekens;Arbeider 1; Arbeider 2" 2017-10-12T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B4-2017-12-10" "Nijlen B4" "Pieter Liekens;Arbeider 1; Arbeider 2" 2017-12-10T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B13-2017-10-13" "Nijlen B13" "Pieter Liekens;Arbeider 1; Arbeider 2" 2017-10-13T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B5-2017-10-13" "Nijlen B5" "Pieter Liekens;Arbeider 1; Arbeider 2" 2017-10-13T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B7-2017-10-13" "Nijlen B7" "Pieter Liekens;Arbeider 1; Arbeider 2" 2017-10-13T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C16-2017-10-13" "Nijlen C16" "Pieter Liekens;Arbeider 1; Arbeider 2" 2017-10-13T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C15-2017-10-13" "Nijlen C15" "Pieter Liekens;Arbeider 1; Arbeider 2" 2017-10-13T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C5-2017-10-18" "Nijlen C5" "Pieter Liekens;Arbeider 1; Arbeider 2; Arbeider 3" 2017-10-18T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C11-2017-10-18" "Nijlen C11" "Pieter Liekens;Arbeider 1; Arbeider 2; Arbeider 3" 2017-10-18T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C13-2017-10-18" "Nijlen C13" "Pieter Liekens;Arbeider 1; Arbeider 2; Arbeider 3" 2017-10-18T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C12-2017-10-18" "Nijlen C12" "Pieter Liekens;Arbeider 1; Arbeider 2; Arbeider 3" 2017-10-18T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C14-2017-10-18" "Nijlen C14" "Pieter Liekens;Arbeider 1; Arbeider 2; Arbeider 3" 2017-10-18T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B14-2017-10-25" "Nijlen B14" "Pieter Liekens;Arbeider 1" 2017-10-25T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B9-2017-10-25" "Nijlen B9" "Pieter Liekens;Arbeider 1" 2017-10-25T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen A4-2017-10-25" "Nijlen A4" "Pieter Liekens;Arbeider 1" 2017-10-25T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B3b-2017-10-25" "Nijlen B3b" "Pieter Liekens;Arbeider 1" 2017-10-25T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C8-2017-10-25" "Nijlen C8" "Pieter Liekens;Arbeider 1" 2017-10-25T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C9-2017-10-26" "Nijlen C9" "Pieter Liekens;Arbeider 1; Arbeider 2" 2017-10-26T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C3-2017-10-26" "Nijlen C3" "Pieter Liekens;Arbeider 1; Arbeider 2" 2017-10-26T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C2-2017-10-26" "Nijlen C2" "Pieter Liekens;Arbeider 1; Arbeider 2" 2017-10-26T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C6-2017-10-26" "Nijlen C6" "Pieter Liekens;Arbeider 1; Arbeider 2" 2017-10-26T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Scheps 14-2017-09-28" "Scheps 14" Natuurwerk 2017-09-28T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Scheps 15-2017-09-28" "Scheps 15" Natuurwerk 2017-09-28T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Scheps 10-2017-09-28" "Scheps 10" Natuurwerk 2017-09-28T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Scheps 6-2017-09-29" "Scheps 6" Natuurwerk 2017-09-29T00:00:00Z 2017 NA NA NA NA 1 1 NA NA 2 0 0 2 0
"Scheps 10-2017-09-29" "Scheps 10" Natuurwerk 2017-09-29T00:00:00Z 2017 NA NA NA NA NA 5 NA NA 5 0 0 5 0
"Arendonk 1-2017-10-04" "Arendonk 1" Natuurwerk 2017-10-04T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Arendonk 2-2017-10-04" "Arendonk 2" Natuurwerk 2017-10-04T00:00:00Z 2017 468 347 2 NA NA NA NA NA 817 817 349 0 0
"Arendonk 3-2017-10-05" "Arendonk 3" Natuurwerk 2017-10-05T00:00:00Z 2017 16 8 NA NA NA NA NA NA 24 24 8 0 0
"Arendonk 2-2017-10-05" "Arendonk 2" Natuurwerk 2017-10-05T00:00:00Z 2017 546 342 NA NA NA NA NA NA 888 888 342 0 0
"Arendonk 3-2017-10-06" "Arendonk 3" Natuurwerk 2017-10-06T00:00:00Z 2017 15 NA NA NA NA NA NA NA 15 15 0 0 0
"Arendonk 2-2017-10-06" "Arendonk 2" Natuurwerk 2017-10-06T00:00:00Z 2017 349 331 3 NA NA NA NA NA 683 683 334 0 0
"Arendonk 2-2017-10-12" "Arendonk 2" Natuurwerk 2017-10-12T00:00:00Z 2017 464 28 NA NA NA NA NA NA 492 492 28 0 0
"Arendonk 2-2017-10-13" "Arendonk 2" Natuurwerk 2017-10-13T00:00:00Z 2017 62 61 NA NA NA NA NA NA 123 123 61 0 0
"Arendonk 2-2017-10-18" "Arendonk 2" Natuurwerk 2017-10-18T00:00:00Z 2017 44 45 NA NA NA NA NA NA 89 89 45 0 0
"Arendonk 3-2017-10-18" "Arendonk 3" Natuurwerk 2017-10-18T00:00:00Z 2017 4 8 1 NA NA NA NA NA 13 13 9 0 0
"Arendonk 2-2017-10-19" "Arendonk 2" Natuurwerk 2017-10-19T00:00:00Z 2017 51 14 NA NA NA NA NA NA 65 65 14 0 0
"Arendonk 3-2017-10-19" "Arendonk 3" Natuurwerk 2017-10-19T00:00:00Z 2017 40 1 NA NA NA NA NA NA 41 41 1 0 0
"Arendonk 2-2017-10-20" "Arendonk 2" Natuurwerk 2017-10-20T00:00:00Z 2017 27 2 NA NA NA NA NA NA 29 29 2 0 0
"Arendonk 3-2017-10-20" "Arendonk 3" Natuurwerk 2017-10-20T00:00:00Z 2017 38 56 2 NA NA NA NA NA 96 96 58 0 0
"Kasterlee 14-2017-10-12" "Kasterlee 14" Natuurwerk 2017-10-12T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 9-2017-10-12" "Kasterlee 9" Natuurwerk 2017-10-12T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 7-2017-10-12" "Kasterlee 7" Natuurwerk 2017-10-12T00:00:00Z 2017 NA NA NA NA NA 1 NA NA 1 0 0 1 0
"Kasterlee 1-2017-10-12" "Kasterlee 1" Natuurwerk 2017-10-12T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 2-2017-10-12" "Kasterlee 2" Natuurwerk 2017-10-12T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 13-2017-10-13" "Kasterlee 13" Natuurwerk 2017-10-13T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 12-2017-10-13" "Kasterlee 12" Natuurwerk 2017-10-13T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 3-2017-10-13" "Kasterlee 3" Natuurwerk 2017-10-13T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 14-2017-10-20" "Kasterlee 14" Natuurwerk 2017-10-20T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 9-2017-10-20" "Kasterlee 9" Natuurwerk 2017-10-20T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 7-2017-10-20" "Kasterlee 7" Natuurwerk 2017-10-20T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 3-2017-10-20" "Kasterlee 3" Natuurwerk 2017-10-20T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 2-2017-10-20" "Kasterlee 2" Natuurwerk 2017-10-20T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Rechthoekigevijver 1-2017-10-18" "Rechthoekigevijver 1" Natuurwerk 2017-10-18T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Rechthoekigevijver 2-2017-10-18" "Rechthoekigevijver 2" Natuurwerk 2017-10-18T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
Bospoel-2017-10-18 Bospoel Natuurwerk 2017-10-18T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
Driehoek-2017-10-18 Driehoek Natuurwerk 2017-10-18T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B2-2017-07-20" "Nijlen B2" "Pieter Liekens;Arbeider 1" 2017-07-20T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B3b-2017-07-20" "Nijlen B3b" "Pieter Liekens;Arbeider 1" 2017-07-20T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B6-2017-07-20" "Nijlen B6" "Pieter Liekens;Arbeider 1" 2017-07-20T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B4-2017-07-20" "Nijlen B4" "Pieter Liekens;Arbeider 1" 2017-07-20T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B5-2017-07-20" "Nijlen B5" "Pieter Liekens;Arbeider 1" 2017-07-20T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B13-2017-07-26" "Nijlen B13" "Pieter Liekens;Arbeider 1" 2017-07-26T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B11-2017-07-26" "Nijlen B11" "Pieter Liekens;Arbeider 1" 2017-07-26T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B14-2017-07-26" "Nijlen B14" "Pieter Liekens;Arbeider 1" 2017-07-26T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B9-2017-07-26" "Nijlen B9" "Pieter Liekens;Arbeider 1" 2017-07-26T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B7-2017-07-26" "Nijlen B7" "Pieter Liekens;Arbeider 1" 2017-07-26T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B3a-2017-07-27" "Nijlen B3a" "Pieter Liekens;Arbeider 1" 2017-07-27T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B3b-2017-07-27" "Nijlen B3b" "Pieter Liekens;Arbeider 1" 2017-07-27T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen A2-2017-07-27" "Nijlen A2" "Pieter Liekens;Arbeider 1" 2017-07-27T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C3-2017-07-28" "Nijlen C3" "Pieter Liekens;Arbeider 1" 2017-07-28T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C6-2017-07-28" "Nijlen C6" "Pieter Liekens;Arbeider 1" 2017-07-28T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C5-2017-07-28" "Nijlen C5" "Pieter Liekens;Arbeider 1" 2017-07-28T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C15-2017-07-28" "Nijlen C15" "Pieter Liekens;Arbeider 1" 2017-07-28T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C16-2017-07-28" "Nijlen C16" "Pieter Liekens;Arbeider 1" 2017-07-28T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C8-2017-08-02" "Nijlen C8" "Pieter Liekens;Arbeider 1; Arbeider 2" 2017-08-02T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C11-2017-08-02" "Nijlen C11" "Pieter Liekens;Arbeider 1; Arbeider 2" 2017-08-02T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C13-2017-08-01" "Nijlen C13" "Pieter Liekens;Arbeider 1; Arbeider 2" 2017-08-01T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C12-2017-08-02" "Nijlen C12" "Pieter Liekens;Arbeider 1; Arbeider 2" 2017-08-02T00:00:00Z 2017 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B13-2018-04-25" "Nijlen B13" "Michaël Merckx;Arbeider 1; Arbeider 2; Arbeider 3" 2018-04-25T00:00:00Z 2018 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen B9-2018-04-25" "Nijlen B9" "Michaël Merckx;Arbeider 1; Arbeider 2; Arbeider 3" 2018-04-25T00:00:00Z 2018 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Arendonk 2-2018-04-24" "Arendonk 2" "Jochen Lauwers;Arbeider 1" 2018-04-24T00:00:00Z 2018 107 127 18 0 NA NA NA NA 252 252 145 0 0
"Kasterlee 7-2018-04-24" "Kasterlee 7" "Jochen Lauwers;Arbeider 1" 2018-04-24T00:00:00Z 2018 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 3-2018-04-24" "Kasterlee 3" "Jochen Lauwers;Arbeider 1" 2018-04-24T00:00:00Z 2018 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 14-2018-05-08" "Kasterlee 14" "Jan Rombouts;Arbeider 1" 2018-05-08T00:00:00Z 2018 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 9-2018-05-08" "Kasterlee 9" "Jan Rombouts;Arbeider 1" 2018-05-08T00:00:00Z 2018 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 2-2018-05-08" "Kasterlee 2" "Jan Rombouts;Arbeider 1" 2018-05-08T00:00:00Z 2018 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 12-2018-05-09" "Kasterlee 12" "Jan Rombouts;Arbeider 1" 2018-05-09T00:00:00Z 2018 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 13-2018-05-09" "Kasterlee 13" "Jan Rombouts;Arbeider 1" 2018-05-09T00:00:00Z 2018 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Kasterlee 3-2018-05-09" "Kasterlee 3" "Jan Rombouts;Arbeider 1" 2018-05-09T00:00:00Z 2018 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Arendonk 2b-2018-05-15" "Arendonk 2b" "Kris Moureau;Arbeider 1" 2018-05-15T00:00:00Z 2018 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Arendonk 2-2018-05-15" "Arendonk 2" "Kris Moureau;Arbeider 1" 2018-05-15T00:00:00Z 2018 80 163 72 NA NA NA NA NA 315 315 235 0 0
"Arendonk 2-2018-05-16" "Arendonk 2" "Kris Moureau;Arbeider 1" 2018-05-16T00:00:00Z 2018 118 258 89 NA NA NA NA NA 465 465 347 0 0
"Arendonk 3-2018-05-16" "Arendonk 3" "Kris Moureau;Arbeider 1" 2018-05-16T00:00:00Z 2018 13 152 40 3 NA NA NA NA 208 208 195 0 0
"Arendonk 2-2018-05-17" "Arendonk 2" "Kris Moureau;Arbeider 1" 2018-05-17T00:00:00Z 2018 21 59 41 NA NA NA NA NA 121 121 100 0 0
"Arendonk 3-2018-05-17" "Arendonk 3" "Kris Moureau;Arbeider 1" 2018-05-17T00:00:00Z 2018 136 209 46 3 NA NA NA NA 394 394 258 0 0
"Arendonk 3-2018-05-23" "Arendonk 3" "Jan Rombouts;Arbeider 1" 2018-05-23T00:00:00Z 2018 44 111 59 6 NA NA NA NA 220 220 176 0 0
"Arendonk 2-2018-05-23" "Arendonk 2" "Jan Rombouts;Arbeider 1" 2018-05-23T00:00:00Z 2018 7 29 15 2 NA NA NA NA 53 53 46 0 0
"Nijlen C16-2018-04-25" "Nijlen C16" "Michaël Merckx;Arbeider 1" 2018-04-25T00:00:00Z 2018 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C2-2018-04-25" "Nijlen C2" "Michaël Merckx;Arbeider 1" 2018-04-25T00:00:00Z 2018 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen A3b-2018-04-25" "Nijlen A3b" "Michaël Merckx;Arbeider 1" 2018-04-25T00:00:00Z 2018 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C14-2018-05-30" "Nijlen C14" "Michaël Merckx;Arbeider 1; Arbeider 2; Arbeider 3" 2018-05-30T00:00:00Z 2018 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C13-2018-05-30" "Nijlen C13" "Michaël Merckx;Arbeider 1; Arbeider 2; Arbeider 3" 2018-05-30T00:00:00Z 2018 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C11-2018-05-27" "Nijlen C11" "Michaël Merckx;Arbeider 1; Arbeider 2" 2018-05-27T00:00:00Z 2018 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C12-2018-05-31" "Nijlen C12" "Michaël Merckx;Arbeider 1; Arbeider 2" 2018-05-31T00:00:00Z 2018 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C15-2018-06-01" "Nijlen C15" "Michaël Merckx;Arbeider 1; Arbeider 2" 2018-06-01T00:00:00Z 2018 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Nijlen C16-2018-06-01" "Nijlen C16" "Michaël Merckx;Arbeider 1; Arbeider 2" 2018-06-01T00:00:00Z 2018 NA NA NA NA NA NA NA NA 0 0 0 0 0
"Arendonk 3-2018-05-29" "Arendonk 3" "Kris Moureau;Arbeider 1; Arbeider 2" 2018-05-29T00:00:00Z 2018 1 54 8 NA NA NA NA NA 63 63 62 0 0
"Nijlen B4-2018-06-06" "Nijlen B4" "Michaël Merckx;Arbeider 1; Arbeider 2" 2018-06-06T00:00:00Z 2018 8 NA NA NA NA NA NA NA 8 8 0 0 0
"Nijlen B10-2018-06-06" "Nijlen B10" "Michaël Merckx;Arbeider 1; Arbeider 2" 2018-06-06T00:00:00Z 2018 3 NA NA NA NA 3 NA NA 6 3 0 3 0
"Nijlen B10-2018-06-08" "Nijlen B10" "Michaël Merckx;Arbeider 1; Arbeider 2" 2018-06-08T00:00:00Z 2018 1 NA NA NA NA 1 NA NA 2 1 0 1 0
